T (C),Phases vol%-AUSTENITE-1.0(C/s),Phases vol%-FERRITE-1.0(C/s),Phases vol%-MARTENSITE-1.0(C/s),Phases vol%-BAINITE-1.0(C/s),Phases vol%-PEARLITE-1.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-1.0(C/s),Density (g/(cm)^3)-AUSTENITE-1.0(C/s),Density (g/(cm)^3)-FERRITE-1.0(C/s),Density (g/(cm)^3)-MARTENSITE-1.0(C/s),Density (g/(cm)^3)-TOTAL-1.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-1.0(C/s),Molar volume (cm^3)-AUSTENITE-1.0(C/s),Molar volume (cm^3)-FERRITE-1.0(C/s),Molar volume (cm^3)-MARTENSITE-1.0(C/s),Molar volume (cm^3)-TOTAL-1.0(C/s),Linear expansion (%)-  -1.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-1.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-1.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-1.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-1.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-1.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Young's modulus (GPa)-AUSTENITE-1.0(C/s),Young's modulus (GPa)-FERRITE-1.0(C/s),Young's modulus (GPa)-MARTENSITE-1.0(C/s),Young's modulus (GPa)-TOTAL-1.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Bulk modulus (GPa)-AUSTENITE-1.0(C/s),Bulk modulus (GPa)-FERRITE-1.0(C/s),Bulk modulus (GPa)-MARTENSITE-1.0(C/s),Bulk modulus (GPa)-TOTAL-1.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-1.0(C/s),Shear modulus(GPa)-AUSTENITE-1.0(C/s),Shear modulus(GPa)-FERRITE-1.0(C/s),Shear modulus(GPa)-MARTENSITE-1.0(C/s),Shear modulus(GPa)-TOTAL-1.0(C/s),Poisson's ratio-BAINITE_PEARLITE-1.0(C/s),Poisson's ratio-AUSTENITE-1.0(C/s),Poisson's ratio-FERRITE-1.0(C/s),Poisson's ratio-MARTENSITE-1.0(C/s),Poisson's ratio-TOTAL-1.0(C/s),Yield Stress (MPa)-TOTAL-1.0(C/s),Yield Stress (MPa)-FERRITE-1.0(C/s),Yield Stress (MPa)-PEARLITE-1.0(C/s),Yield Stress (MPa)-BAINITE-1.0(C/s),Yield Stress (MPa)-MARTENSITE-1.0(C/s),Yield Stress (MPa)-AUSTENITE-1.0(C/s),Tensile Stress (MPa)-TOTAL-1.0(C/s),Hardness (HRC)-TOTAL-1.0(C/s),Enthalpy (J/g)-TOTAL-1.0(C/s),Enthalpy (J/g)-AUSTENITE-1.0(C/s),Enthalpy (J/g)-FERRITE-1.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-1.0(C/s),Enthalpy (J/g)-MARTENSITE-1.0(C/s),Specific heat (J/(g K))-TOTAL-1.0(C/s),Specific heat (J/(g K))-AUSTENITE-1.0(C/s),Specific heat (J/(g K))-FERRITE-1.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-1.0(C/s),Specific heat (J/(g K))-MARTENSITE-1.0(C/s),Latent heat (J/g)-FERRITE-1.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-1.0(C/s),Latent heat (J/g)-MARTENSITE-1.0(C/s),TIME(s)-Cooling_1.0(C/s)
920,100, , , , , ,7.54265, , ,7.54265, ,7.21661, , ,7.21661,0, ,27.5509, , ,27.5509, ,1.06102, , ,1.06102, ,0.94249, , ,0.94249, ,117.85777, , ,117.85777, ,126.19544, , ,126.19544, ,43.83465, , ,43.83465, ,0.34434, , ,0.34434,172.276, , , , ,172.276,228.681,-50.2046,639.27413,639.27413, ,615.02248, ,0.61702,0.61702, ,0.78232, , , , ,0
915,100, , , , , ,7.54523, , ,7.54523, ,7.21415, , ,7.21415,-0.0113971, ,27.49078, , ,27.49078, ,1.05889, , ,1.05889, ,0.94439, , ,0.94439, ,118.34786, , ,118.34786, ,126.48548, , ,126.48548, ,44.02639, , ,44.02639, ,0.34406, , ,0.34406,172.416, , , , ,172.416,229.688,-49.92582,636.17768,636.17806, ,611.10926, ,0.61929,0.61751, ,0.78257, , ,25.0688,-26.12093,5
910,100, , , , , ,7.54781, , ,7.54781, ,7.21168, , ,7.21168,-0.0227951, ,27.43074, , ,27.43074, ,1.05674, , ,1.05674, ,0.94631, , ,0.94631, ,118.83764, , ,118.83764, ,126.77427, , ,126.77427, ,44.21809, , ,44.21809, ,0.34377, , ,0.34377,172.555, , , , ,172.555,230.695,-49.64904,633.08943,633.08981, ,607.19535, ,0.61765,0.61701, ,0.78284, , ,25.89446,-25.54857,10
905,100, , , , , ,7.55039, , ,7.55039, ,7.20921, , ,7.20921,-0.0341868, ,27.37071, , ,27.37071, ,1.05458, , ,1.05458, ,0.94824, , ,0.94824, ,119.3271, , ,119.3271, ,127.06163, , ,127.06163, ,44.40975, , ,44.40975, ,0.34348, , ,0.34348,172.696, , , , ,172.696,231.704,-49.37387,630.00511,630.00549, ,603.27998, ,0.61686,0.61633, ,0.78324, , ,26.72551,-24.96339,15
900,100, , , , , ,7.55298, , ,7.55298, ,7.20675, , ,7.20675,-0.0455752, ,27.31067, , ,27.31067, ,1.05242, , ,1.05242, ,0.95019, , ,0.95019, ,119.81623, , ,119.81623, ,127.34758, , ,127.34758, ,44.60137, , ,44.60137, ,0.34319, , ,0.34319,172.839, , , , ,172.839,232.713,-49.1002,626.92471,626.92508, ,599.36236, ,0.61608,0.6156, ,0.78378, , ,27.56272,-24.36488,20
895,100, , , , , ,7.55556, , ,7.55556, ,7.20428, , ,7.20428,-0.0569611, ,27.25063, , ,27.25063, ,1.05024, , ,1.05024, ,0.95216, , ,0.95216, ,120.30503, , ,120.30503, ,127.63214, , ,127.63214, ,44.79295, , ,44.79295, ,0.3429, , ,0.3429,172.982, , , , ,172.982,233.724,-48.82801,623.8482,623.84858, ,595.44167, ,0.6153,0.61484, ,0.78449, , ,28.40691,-23.75254,25
890,100, , , , , ,7.55815, , ,7.55815, ,7.20182, , ,7.20182,-0.0683451, ,27.19059, , ,27.19059, ,1.04805, , ,1.04805, ,0.95415, , ,0.95415, ,120.79352, , ,120.79352, ,127.91531, , ,127.91531, ,44.9845, , ,44.9845, ,0.34261, , ,0.34261,173.127, , , , ,173.127,234.737,-48.55739,620.7756,620.77597, ,591.51707, ,0.61452,0.61408, ,0.78536, , ,29.2589,-23.12584,30
885,100, , , , , ,7.56073, , ,7.56073, ,7.19935, , ,7.19935,-0.0797276, ,27.13055, , ,27.13055, ,1.04586, , ,1.04586, ,0.95615, , ,0.95615, ,121.28168, , ,121.28168, ,128.1971, , ,128.1971, ,45.17601, , ,45.17601, ,0.34232, , ,0.34232,173.274, , , , ,173.274,235.75,-48.28824,617.70689,617.70726, ,587.58767, ,0.61374,0.61331, ,0.78607, , ,30.11959,-22.48419,35
880,100, , , , , ,7.56332, , ,7.56332, ,7.19689, , ,7.19689,-0.0911077, ,27.07051, , ,27.07051, ,1.04365, , ,1.04365, ,0.95817, , ,0.95817, ,121.76952, , ,121.76952, ,128.47751, , ,128.47751, ,45.36748, , ,45.36748, ,0.34204, , ,0.34204,173.422, , , , ,173.422,236.764,-48.02053,614.64209,614.64246, ,583.65258, ,0.61296,0.61256, ,0.78728, , ,30.98988,-21.82697,40
875,100, , , , , ,7.56591, , ,7.56591, ,7.19443, , ,7.19443,-0.10249, ,27.01047, , ,27.01047, ,1.04144, , ,1.04144, ,0.96021, , ,0.96021, ,122.25704, , ,122.25704, ,128.75657, , ,128.75657, ,45.55892, , ,45.55892, ,0.34175, , ,0.34175,173.571, , , , ,173.571,237.78,-47.75434,611.58118,611.58154, ,579.71082, ,0.61218,0.61179, ,0.78872, , ,31.87072,-21.15357,45
870,100, , , , , ,7.5685, , ,7.5685, ,7.19196, , ,7.19196,-0.11386, ,26.95043, , ,26.95043, ,1.03921, , ,1.03921, ,0.96227, , ,0.96227, ,122.74423, , ,122.74423, ,129.03427, , ,129.03427, ,45.75031, , ,45.75031, ,0.34146, , ,0.34146,173.722, , , , ,173.722,238.796,-47.48958,608.52416,608.52452, ,575.7614, ,0.6114,0.61101, ,0.79047, , ,32.76312,-20.46327,50
865,100, , , , , ,7.5711, , ,7.5711, ,7.1895, , ,7.1895,-0.12524, ,26.89039, , ,26.89039, ,1.03698, , ,1.03698, ,0.96434, , ,0.96434, ,123.2311, , ,123.2311, ,129.31062, , ,129.31062, ,45.94167, , ,45.94167, ,0.34117, , ,0.34117,173.874, , , , ,173.874,239.814,-47.22623,605.47103,605.4714, ,571.80325, ,0.61063,0.61023, ,0.79232, , ,33.66815,-19.75534,55
860,100, , , , , ,7.57369, , ,7.57369, ,7.18704, , ,7.18704,-0.13662, ,26.83035, , ,26.83035, ,1.03473, , ,1.03473, ,0.96644, , ,0.96644, ,123.71766, , ,123.71766, ,129.58563, , ,129.58563, ,46.13299, , ,46.13299, ,0.34088, , ,0.34088,174.028, , , , ,174.028,240.832,-46.96446,602.4218,602.42216, ,567.83527, ,0.60985,0.60945, ,0.79441, , ,34.58689,-19.02903,60
855,100, , , , , ,7.57629, , ,7.57629, ,7.18457, , ,7.18457,-0.14799, ,26.77031, , ,26.77031, ,1.03248, , ,1.03248, ,0.96855, , ,0.96855, ,124.20389, , ,124.20389, ,129.85931, , ,129.85931, ,46.32428, , ,46.32428, ,0.34059, , ,0.34059,174.184, , , , ,174.184,241.851,-46.70398,599.37646,599.37682, ,563.85631, ,0.60907,0.60867, ,0.7967, , ,35.52051,-18.28349,65
850,100, , , , , ,7.57888, , ,7.57888, ,7.18211, , ,7.18211,-0.15936, ,26.71027, , ,26.71027, ,1.03021, , ,1.03021, ,0.97068, , ,0.97068, ,124.6898, , ,124.6898, ,130.13167, , ,130.13167, ,46.51552, , ,46.51552, ,0.3403, , ,0.3403,174.341, , , , ,174.341,242.871,-46.44505,596.33501,596.33537, ,559.86511, ,0.60829,0.60789, ,0.79927, , ,36.47026,-17.51785,70
845,100, , , , , ,7.58148, , ,7.58148, ,7.17965, , ,7.17965,-0.17074, ,26.65022, , ,26.65022, ,1.02793, , ,1.02793, ,0.97282, , ,0.97282, ,125.17538, , ,125.17538, ,130.4027, , ,130.4027, ,46.70673, , ,46.70673, ,0.34001, , ,0.34001,174.499, , , , ,174.499,243.891,-46.18748,593.29746,593.29782, ,555.86039, ,0.60751,0.60711, ,0.80212, , ,37.43743,-16.73114,75
840,100, , , , , ,7.58408, , ,7.58408, ,7.17719, , ,7.17719,-0.18211, ,26.59018, , ,26.59018, ,1.02565, , ,1.02565, ,0.97499, , ,0.97499, ,125.66065, , ,125.66065, ,130.67243, , ,130.67243, ,46.8979, , ,46.8979, ,0.33973, , ,0.33973,174.66, , , , ,174.66,244.912,-45.93135,590.2638,590.26416, ,551.84075, ,0.60673,0.60633, ,0.80526, , ,38.42341,-15.92238,80
835,100, , , , , ,7.58668, , ,7.58668, ,7.17473, , ,7.17473,-0.19348, ,26.53014, , ,26.53014, ,1.02335, , ,1.02335, ,0.97718, , ,0.97718, ,126.14559, , ,126.14559, ,130.94085, , ,130.94085, ,47.08904, , ,47.08904, ,0.33944, , ,0.33944,174.822, , , , ,174.822,245.934,-45.67664,587.23404,587.23439, ,547.8047, ,0.60595,0.60556, ,0.8087, , ,39.42969,-15.09047,85
830,100, , , , , ,7.58929, , ,7.58929, ,7.17227, , ,7.17227,-0.20485, ,26.47009, , ,26.47009, ,1.02105, , ,1.02105, ,0.97939, , ,0.97939, ,126.63021, , ,126.63021, ,131.20797, , ,131.20797, ,47.28013, , ,47.28013, ,0.33915, , ,0.33915,174.985, , , , ,174.985,246.956,-45.42326,584.20817,584.20852, ,543.75069, ,0.60517,0.60478, ,0.81246, , ,40.45783,-14.23425,90
825,100, , , , , ,7.59189, , ,7.59189, ,7.1698, , ,7.1698,-0.21621, ,26.41005, , ,26.41005, ,1.01873, , ,1.01873, ,0.98162, , ,0.98162, ,127.11451, , ,127.11451, ,131.47381, , ,131.47381, ,47.47119, , ,47.47119, ,0.33886, , ,0.33886,175.15, , , , ,175.15,247.979,-45.17136,581.18619,581.18654, ,539.67701, ,0.6044,0.604, ,0.81658, , ,41.50953,-13.35247,95
820,100, , , , , ,7.5945, , ,7.5945, ,7.16734, , ,7.16734,-0.22758, ,26.35, , ,26.35, ,1.0164, , ,1.0164, ,0.98386, , ,0.98386, ,127.59849, , ,127.59849, ,131.73836, , ,131.73836, ,47.66221, , ,47.66221, ,0.33857, , ,0.33857,175.317, , , , ,175.317,249.002,-44.92077,578.16811,578.16846, ,535.58186, ,0.60362,0.60322, ,0.82107, , ,42.5866,-12.44377,100
815,100, , , , , ,7.59711, , ,7.59711, ,7.16488, , ,7.16488,-0.23895, ,26.28996, , ,26.28996, ,1.01406, , ,1.01406, ,0.98613, , ,0.98613, ,128.08215, , ,128.08215, ,132.00164, , ,132.00164, ,47.85319, , ,47.85319, ,0.33828, , ,0.33828,175.486, , , , ,175.486,250.025,-44.67155,575.15393,575.15427, ,531.4633, ,0.60284,0.60244, ,0.82597, , ,43.69097,-11.50672,105
810,100, , , , , ,7.59972, , ,7.59972, ,7.16242, , ,7.16242,-0.25031, ,26.22991, , ,26.22991, ,1.01171, , ,1.01171, ,0.98842, , ,0.98842, ,128.56549, , ,128.56549, ,132.26364, , ,132.26364, ,48.04414, , ,48.04414, ,0.33799, , ,0.33799,175.657, , , , ,175.657,251.049,-44.42369,572.14364,572.14398, ,527.31922, ,0.60206,0.60166, ,0.8313, , ,44.82476,-10.53974,110
805,100, , , , , ,7.60233, , ,7.60233, ,7.15996, , ,7.15996,-0.26167, ,26.16987, , ,26.16987, ,1.00935, , ,1.00935, ,0.99073, , ,0.99073, ,129.0485, , ,129.0485, ,132.52439, , ,132.52439, ,48.23505, , ,48.23505, ,0.3377, , ,0.3377,175.829, , , , ,175.829,252.073,-44.17719,569.13725,569.13759, ,523.14735, ,0.60128,0.60088, ,0.83711, , ,45.99024,-9.54112,115
800,100, , , , , ,7.60494, , ,7.60494, ,7.1575, , ,7.1575,-0.27304, ,26.10982, , ,26.10982, ,1.00698, , ,1.00698, ,0.99306, , ,0.99306, ,129.53119, , ,129.53119, ,132.78388, , ,132.78388, ,48.42592, , ,48.42592, ,0.33742, , ,0.33742,176.003, , , , ,176.003,253.097,-43.93203,566.13475,566.13509, ,518.94525, ,0.6005,0.6001, ,0.84343, , ,47.18984,-8.50904,120
795,100, , , , , ,7.60756, , ,7.60756, ,7.15504, , ,7.15504,-0.2844, ,26.04977, , ,26.04977, ,1.0046, , ,1.0046, ,0.99542, , ,0.99542, ,130.01356, , ,130.01356, ,133.04212, , ,133.04212, ,48.61675, , ,48.61675, ,0.33713, , ,0.33713,176.179, , , , ,176.179,254.121,-43.68812,563.13616,563.1365, ,514.71025, ,0.59972,0.59932, ,0.85031, , ,48.42625,-7.44148,125
790,100, , , , , ,7.61017, , ,7.61017, ,7.15258, , ,7.15258,-0.29576, ,25.98973, , ,25.98973, ,1.00221, , ,1.00221, ,0.99779, , ,0.99779, ,130.49561, , ,130.49561, ,133.29911, , ,133.29911, ,48.80754, , ,48.80754, ,0.33684, , ,0.33684,176.357, , , , ,176.357,255.146,-43.4456,560.14146,560.1418, ,510.43944, ,0.59894,0.59854, ,0.85779, , ,49.70236,-6.33629,130
785,100, , , , , ,7.61279, , ,7.61279, ,7.15012, , ,7.15012,-0.30712, ,25.92968, , ,25.92968, ,0.99981, , ,0.99981, ,1.00019, , ,1.00019, ,130.97734, , ,130.97734, ,133.55488, , ,133.55488, ,48.9983, , ,48.9983, ,0.33655, , ,0.33655,176.537, , , , ,176.537,256.17,-43.2044,557.15066,557.151, ,506.12966, ,0.59816,0.59776, ,0.86593, , ,51.02134,-5.19109,135
780,100, , , , , ,7.61541, , ,7.61541, ,7.14766, , ,7.14766,-0.31848, ,25.86963, , ,25.86963, ,0.99739, , ,0.99739, ,1.00261, , ,1.00261, ,131.45874, , ,131.45874, ,133.80941, , ,133.80941, ,49.18901, , ,49.18901, ,0.33626, , ,0.33626,176.718, , , , ,176.718,257.195,-42.96441,554.16377,554.1641, ,501.77744, ,0.59738,0.59698, ,0.87481, , ,52.38666,-4.0033,140
775,100, , , , , ,7.61803, , ,7.61803, ,7.14521, , ,7.14521,-0.32984, ,25.80958, , ,25.80958, ,0.99497, , ,0.99497, ,1.00506, , ,1.00506, ,131.93983, , ,131.93983, ,134.06272, , ,134.06272, ,49.37969, , ,49.37969, ,0.33597, , ,0.33597,176.902, , , , ,176.902,258.219,-42.72578,551.18077,551.1811, ,497.379, ,0.5966,0.5962, ,0.88448, , ,53.8021,-2.77009,145
770,100, , , , , ,7.62065, , ,7.62065, ,7.14275, , ,7.14275,-0.34119, ,25.74953, , ,25.74953, ,0.99253, , ,0.99253, ,1.00753, , ,1.00753, ,132.42059, , ,132.42059, ,134.31481, , ,134.31481, ,49.57034, , ,49.57034, ,0.33568, , ,0.33568,177.088, , , , ,177.088,259.244,-42.48836,548.20167,548.202, ,492.93015, ,0.59582,0.59542, ,0.89502, , ,55.27185,-1.48837,150
765,100, , , , , ,7.62328, , ,7.62328, ,7.14029, , ,7.14029,-0.35255, ,25.68948, , ,25.68948, ,0.99008, , ,0.99008, ,1.01002, , ,1.01002, ,132.90103, , ,132.90103, ,134.56569, , ,134.56569, ,49.76094, , ,49.76094, ,0.3354, , ,0.3354,177.276, , , , ,177.276,260.268,-42.25227,545.22648,545.22681, ,488.42631, ,0.59504,0.59464, ,0.90654, , ,56.8005,-0.15475,155
760,100, , , , , ,7.6259, , ,7.6259, ,7.13783, , ,7.13783,-0.36391, ,25.62943, , ,25.62943, ,0.98762, , ,0.98762, ,1.01253, , ,1.01253, ,133.38115, , ,133.38115, ,134.81537, , ,134.81537, ,49.9515, , ,49.9515, ,0.33511, , ,0.33511,177.466, , , , ,177.466,261.293,-42.01736,542.25519,542.25552, ,483.86241, ,0.59426,0.59386, ,0.91912, , ,58.39311,1.2345,160
755,100, , , , , ,7.62853, , ,7.62853, ,7.13537, , ,7.13537,-0.37526, ,25.56938, , ,25.56938, ,0.98515, , ,0.98515, ,1.01507, , ,1.01507, ,133.86095, , ,133.86095, ,135.06385, , ,135.06385, ,50.14203, , ,50.14203, ,0.33482, , ,0.33482,177.658, , , , ,177.658,262.317,-41.78378,539.28781,539.28813, ,479.11877, ,0.59348,0.59308, ,1.066, , ,60.16936,2.68348,165
750,100, , , , , ,7.63116, , ,7.63116, ,7.13291, , ,7.13291,-0.38661, ,25.50933, , ,25.50933, ,0.98267, , ,0.98267, ,1.01764, , ,1.01764, ,134.34042, , ,134.34042, ,135.31114, , ,135.31114, ,50.33252, , ,50.33252, ,0.33453, , ,0.33453,177.852, , , , ,177.852,263.341,-41.55135,536.32433,536.32465, ,473.82362, ,0.5927,0.5923, ,1.05145, , ,62.50103,4.19672,170
745,100, , , , , ,7.63379, , ,7.63379, ,7.13046, , ,7.13046,-0.39797, ,25.44928, , ,25.44928, ,0.98017, , ,0.98017, ,1.02023, , ,1.02023, ,134.81957, , ,134.81957, ,135.55725, , ,135.55725, ,50.52297, , ,50.52297, ,0.33424, , ,0.33424,178.048, , , , ,178.048,264.365,-41.32014,533.36475,533.36508, ,468.59972, ,0.59192,0.59152, ,1.03747, , ,64.76536,5.77921,175
740,100, , , , , ,7.63642, , ,7.63642, ,7.128, , ,7.128,-0.40932, ,25.38922, , ,25.38922, ,0.97767, , ,0.97767, ,1.02284, , ,1.02284, ,135.29841, , ,135.29841, ,135.80218, , ,135.80218, ,50.71339, , ,50.71339, ,0.33395, , ,0.33395,178.247, , , , ,178.247,265.388,-41.09015,530.40909,530.40941, ,463.44433, ,0.59113,0.59073, ,1.02402, , ,66.96508,7.53422,180
735,100, , , , , ,7.63906, , ,7.63906, ,7.12554, , ,7.12554,-0.42067, ,25.32917, , ,25.32917, ,0.97515, , ,0.97515, ,1.02549, , ,1.02549, ,135.77692, , ,135.77692, ,136.04593, , ,136.04593, ,50.90376, , ,50.90376, ,0.33366, , ,0.33366,178.448, , , , ,178.448,266.412,-40.86136,527.45733,527.45765, ,458.35485, ,0.59035,0.58995, ,1.01108, , ,69.1028,9.89483,185
730,100, , , , , ,7.64169, , ,7.64169, ,7.12308, , ,7.12308,-0.43202, ,25.26912, , ,25.26912, ,0.97262, , ,0.97262, ,1.02815, , ,1.02815, ,136.25511, , ,136.25511, ,136.28852, , ,136.28852, ,51.0941, , ,51.0941, ,0.33337, , ,0.33337,178.651, , , , ,178.651,267.434,-40.63369,524.50949,524.5098, ,453.32882, ,0.58957,0.58917, ,0.99863, ,60.71674,71.18098,12.18875,190
725,100, , , , , ,7.64433, , ,7.64433, ,7.12063, , ,7.12063,-0.44337, ,25.20906, , ,25.20906, ,0.97007, , ,0.97007, ,1.03085, , ,1.03085, ,136.73297, , ,136.73297, ,136.52995, , ,136.52995, ,51.2844, , ,51.2844, ,0.33309, , ,0.33309,178.856, , , , ,178.856,268.457,-40.4072,521.56555,521.56587, ,448.59917, ,0.58879,0.58839, ,0.95985, ,62.98437,72.9667,14.41849,195
720,100, , , , , ,7.64697, , ,7.64697, ,7.11817, , ,7.11817,-0.45472, ,25.14901, , ,25.14901, ,0.96752, , ,0.96752, ,1.03357, , ,1.03357, ,137.21052, , ,137.21052, ,136.77022, , ,136.77022, ,51.47466, , ,51.47466, ,0.3328, , ,0.3328,179.065, , , , ,179.065,269.48,-40.18181,518.62555,518.62588, ,443.82571, ,0.588,0.5876, ,0.94938, ,65.02321,74.80017,16.58648,200
715,100, , , , , ,7.64961, , ,7.64961, ,7.11571, , ,7.11571,-0.46607, ,25.08896, , ,25.08896, ,0.96495, , ,0.96495, ,1.03632, , ,1.03632, ,137.68775, , ,137.68775, ,137.00935, , ,137.00935, ,51.66488, , ,51.66488, ,0.33251, , ,0.33251,179.275, , , , ,179.275,270.501,-39.95775,515.68893,515.68977, ,439.10375, ,0.58733,0.58682, ,0.93925, ,66.9862,76.58602,18.69493,205
710,100, , , , , ,7.65225, , ,7.65225, ,7.11326, , ,7.11326,-0.47741, ,25.0289, , ,25.0289, ,0.96237, , ,0.96237, ,1.0391, , ,1.0391, ,138.16466, , ,138.16466, ,137.24733, , ,137.24733, ,51.85507, , ,51.85507, ,0.33222, , ,0.33222,179.487, , , , ,179.488,271.522,-39.73476,512.75523,512.75762, ,434.43164, ,0.58674,0.58604, ,0.92945, ,68.88943,78.32598,20.7461,210
705,100, , , , , ,7.65489, , ,7.65489, ,7.1108, , ,7.1108,-0.48876, ,24.96884, , ,24.96884, ,0.95978, , ,0.95978, ,1.0419, , ,1.0419, ,138.64125, , ,138.64125, ,137.48418, , ,137.48418, ,52.04522, , ,52.04522, ,0.33193, , ,0.33193,179.702, , , , ,179.704,272.543,-39.51284,509.82548,509.82943, ,429.80778, ,0.58595,0.58525, ,0.91996, ,70.73875,80.02165,22.74206,215
700,100, , , , , ,7.65754, , ,7.65754, ,7.10834, , ,7.10834,-0.50011, ,24.90879, , ,24.90879, ,0.95718, , ,0.95718, ,1.04474, , ,1.04474, ,139.11752, , ,139.11752, ,137.7199, , ,137.7199, ,52.23533, , ,52.23533, ,0.33164, , ,0.33164,179.92, , , , ,179.922,273.563,-39.29222,506.89817,506.90519, ,425.23065, ,0.58546,0.58447, ,0.91076, ,72.53789,81.67454,24.68476,220
695,100, , , , , ,7.66018, , ,7.66018, ,7.10588, , ,7.10588,-0.51146, ,24.84873, , ,24.84873, ,0.95456, , ,0.95456, ,1.0476, , ,1.0476, ,139.59348, , ,139.59348, ,137.9545, , ,137.9545, ,52.42541, , ,52.42541, ,0.33135, , ,0.33135,180.14, , , , ,180.143,274.582,-39.07265,503.97383,503.98492, ,420.6988, ,0.58487,0.58368, ,0.90185, ,74.28985,83.28612,26.57611,225
690,100, , , , , ,7.66283, , ,7.66283, ,7.10343, , ,7.10343,-0.52281, ,24.78867, , ,24.78867, ,0.95193, , ,0.95193, ,1.05049, , ,1.05049, ,140.06914, , ,140.06914, ,138.18799, , ,138.18799, ,52.61546, , ,52.61546, ,0.33106, , ,0.33106,180.362, , , , ,180.368,275.6,-38.8542,501.05153,501.06869, ,416.21086, ,0.58446,0.5829, ,0.8932, ,75.99729,84.85783,28.41797,230
685,100, , , , , ,7.66548, , ,7.66548, ,7.10097, , ,7.10097,-0.53416, ,24.72861, , ,24.72861, ,0.94929, , ,0.94929, ,1.05342, , ,1.05342, ,140.54447, , ,140.54447, ,138.42036, , ,138.42036, ,52.80547, , ,52.80547, ,0.33078, , ,0.33078,180.586, , , , ,180.595,276.617,-38.63702,498.13076,498.15642, ,411.76551, ,0.58416,0.58212, ,0.88482, ,77.66193,86.39091,30.21196,235
680,100, , , , , ,7.66813, , ,7.66813, ,7.09851, , ,7.09851,-0.54551, ,24.66854, , ,24.66854, ,0.94664, , ,0.94664, ,1.05637, , ,1.05637, ,141.01951, , ,141.01951, ,138.65163, , ,138.65163, ,52.99545, , ,52.99545, ,0.33049, , ,0.33049,180.813, , , , ,180.826,277.633,-38.42116,495.21014,495.24825, ,407.36148, ,0.58412,0.58133, ,0.87667, ,79.28605,87.88677,31.95985,240
675,100, , , , , ,7.67078, , ,7.67078, ,7.09606, , ,7.09606,-0.55686, ,24.60848, , ,24.60848, ,0.94397, , ,0.94397, ,1.05936, , ,1.05936, ,141.49425, , ,141.49425, ,138.88181, , ,138.88181, ,53.1854, , ,53.1854, ,0.3302, , ,0.3302,181.041, , , , ,181.061,278.646,-38.20654,492.28972,492.34412, ,402.99757, ,0.58408,0.58055, ,0.86877, ,80.87116,89.34655,33.66314,245
670,99.98845,0.0115538, , , , ,7.67343,7.62654, ,7.67343, ,7.0936,7.30617, ,7.09362,-0.5681, ,24.54841,33.13885, ,24.5492, ,0.94129,0.69728, ,0.94126, ,1.06237,1.43414, ,1.06241, ,141.96868,147.46049, ,141.96949, ,139.11089,133.32586, ,139.11034, ,53.37532,56.04033, ,53.37569, ,0.32991,0.31566, ,0.32991,181.283,103.729, , , ,181.299,279.675,-37.98951,489.4119,489.44413,385.1444,398.67263, ,0.57557,0.57976,0.88741,0.86109, ,82.41904,90.7715,35.32339,250
665,99.98432,0.015676, , , , ,7.67609,7.62845, ,7.67608, ,7.09114,7.30434, ,7.09117,-0.57942, ,24.48834,33.24426, ,24.48942, ,0.9386,0.69139, ,0.93856, ,1.06542,1.44637, ,1.06547, ,142.44283,148.19794, ,142.44396, ,139.3389,133.84944, ,139.33819, ,53.56521,56.32903, ,53.56573, ,0.32962,0.31547, ,0.32962,181.518,103.909, , , ,181.541,280.689,-37.77647,486.50195,486.54827,380.72829,394.38557, ,0.58199,0.57897,0.87891,0.85362, ,83.93101,92.1627,36.94202,255
