0.05749	957.73
0.05764	960.60
0.05780	959.46
0.05795	959.30
0.05810	959.35
0.05825	958.65
0.05839	959.73
0.05854	960.06
0.05870	961.14
0.05885	961.25
0.05899	960.60
0.05914	961.03
0.05928	960.17
0.05943	960.38
0.05959	960.17
0.05973	959.95
0.05989	960.71
0.06004	961.03
0.06018	960.60
0.06032	958.49
0.06049	960.38
0.06063	961.36
0.06079	961.25
0.06096	961.03
0.06110	961.41
0.06126	961.14
0.06140	959.73
0.06155	960.60
0.06170	960.17
0.06185	961.03
0.06201	961.90
0.06215	961.25
0.06231	961.68
0.06245	961.03
0.06261	961.47
0.06276	960.82
0.06291	961.03
0.06307	961.74
0.06320	962.22
0.06337	962.01
0.06351	960.87
0.06367	961.90
0.06382	961.90
0.06397	961.90
0.06412	961.90
0.06429	962.44
0.06444	962.76
0.06456	960.38
0.06474	961.47
0.06489	961.03
0.06504	961.41
0.06518	961.79
0.06534	961.09
0.06551	961.63
0.06566	961.14
0.06582	961.57
0.06597	959.30
0.06614	959.95
0.06638	955.40
0.06662	947.01
0.06687	939.71
0.06715	930.34
	
	
	
	
	
	
	
	
